Date of download data creation,As of 2016.05.14,Number of data,9900
EDINET Code,Type of Submitter,Listed company / Unlisted company,Consolidated / NonConsolidated,Capital stock,account closing date,Submitter Name,Submitter Name（alphabetic）,Submitter Name（phonetic）,Province,Submitter's industry,Securities Identification Code
"E00196","内国法人・組合","Listed company","Consolidated","5158","12.31","株式会社福田組","FUKUDA CORPORATION","カブシキガイシャフクダグミ","新潟市中央区一番堀通町３番地１０","Construction","18990"
"E00197","内国法人・組合","Listed company","Consolidated","3873","10.31","株式会社日本ハウスホールディングス","NIHON HOUSE HOLDINGS CO., LTD.","カブシキガイシャニホンハウスホールディングス","千代田区飯田橋四丁目３番８","Construction","18730"
"E00198","内国法人・組合","Listed company","Consolidated","801"," 3.31","株式会社ＳＹＳＫＥＮ","SYSKEN Corporation","カブシキガイシャシスケン","熊本市中央区萩原町１４番４５号","Construction","19330"
"E00199","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3804","","株式会社ミライト・テクノロジーズ","","カブシキガイシャミライトテクノロジーズ","大阪市西区江戸堀三丁目３番１５号","Others",""
"E00200","内国法人・組合","Listed company","Consolidated","11876"," 3.31","東芝プラントシステム株式会社","TOSHIBA PLANT SYSTEMS & SERVICES CORPORATION","トウシバプラントシステムカブシキガイシャ","横浜市鶴見区鶴見中央四丁目３６番５号","Construction","19830"
"E00201","内国法人・組合","Listed company","Consolidated","1594"," 3.31","名工建設株式会社","MEIKO CONSTRUCTION CO.,LTD.","メイコウケンセツカブシキガイシャ","名古屋市中村区名駅一丁目１番４号　ＪＲセントラルタワーズ３４階","Construction","18690"
"E00202","内国法人・組合","Listed company","NonConsolidated","500"," 3.31","三信建設工業株式会社","SANSHIN CORPORATION","サンシンケンセツコウギョウカブシキガイシャ","台東区柳橋２丁目１９番６号","Construction","19840"
"E00203","内国法人・組合","Listed company","Consolidated","1049"," 3.31","大和電設工業株式会社","Daiwa Densetsu Corporation","ダイワデンセツコウギョウカブシキガイシャ","仙台市青葉区大町二丁目５番１号","Construction",""
"E00204","内国法人・組合","Listed company","NonConsolidated","5907"," 3.31","日本基礎技術株式会社","japan foundation engineering co.,ltd.","ニホンキソギジュツカブシキガイシャ","大阪市北区松ヶ枝町６番２２号","Construction","19140"
"E00207","内国法人・組合","Listed company","Consolidated","3328"," 3.31","北陸電気工事株式会社","hokuriku electrical construction co.,ltd.","ホクリクデンキコウジカブシキガイシャ","富山市小中２６９番","Construction","19300"
"E00208","内国法人・組合","Listed company","Consolidated","4026"," 1.31","株式会社丹青社","tanseisha co.,ltd.","カブシキガイシャタンセイシャ","港区港南１丁目２番７０号","Services","97430"
"E00209","内国法人・組合","Listed company","Consolidated","3642"," 3.31","株式会社　高田工業所","TAKADA CORPORATION","カブシキガイシャ　タカダコウギョウショ","北九州市八幡西区築地町１番１号","Construction","19660"
"E00210","内国法人・組合","Listed company","Consolidated","13122"," 3.31","ＮＥＣネッツエスアイ株式会社","NEC Networks & System Integration Corporation","エヌイーシーネッツエスアイカブシキガイシャ","文京区後楽二丁目６番１号","Information & Communication","19730"
"E00211","内国法人・組合","Listed company","Consolidated","2324","12.31","株式会社ソルコム","SOLCOM Co., Ltd.","カブシキガイシャソルコム","広島市中区南千田東町２番３２号","Construction","19870"
"E00213","内国法人・組合","Listed company","Consolidated","611"," 3.31","北陸電話工事株式会社","Hokuriku Denwa Kouji Co.,Ltd.","ホクリクデンワコウジカブシキガイシャ","金沢市大手町２番３号","Construction","19890"
"E00214","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2949","","青木マリーン株式会社","","アオキマリーンカブシキガイシャ","大阪市北区大淀南一丁目４番１５号","Others",""
"E00217","内国法人・組合","Unlisted company","Consolidated","100"," 3.31","カブトデコム株式会社","KABUTO DECOM Inc.","カブトデコムカブシキガイシャ","札幌市西区西野２条５丁目６番５号","Construction",""
"E00218","内国法人・組合","Listed company","Consolidated","29060"," 3.31","大東建託株式会社","DAITO TRUST CONSTRUCTION CO.,LTD.","ダイトウケンタクカブシキガイシャ","港区港南二丁目１６番１号","Construction","18780"
"E00221","内国法人・組合","Listed company","Consolidated","3665"," 3.31","新日本建設株式会社","SHINNIHON CORPORATION","シンニホンケンセツカブシキカイシャ","千葉市美浜区ひび野一丁目４番３","Construction","18790"
"E00222","内国法人・組合","Listed company","Consolidated","100","12.31","高橋カーテンウォール工業株式会社","TAKAHASHI  CURTAIN  WALL  CORPORATION","タカハシカーテンウォールコウギョウカブシキガイシャ","中央区日本橋本町１丁目５番４号","Construction","19940"
"E00225","内国法人・組合","Listed company","Consolidated","2746"," 3.31","株式会社テクノ菱和","TECHNO RYOWA LTD.","カブシキガイシャテクノリョウワ","港区赤坂８丁目５番４１号","Construction","19650"
"E00226","内国法人・組合","Unlisted company","Consolidated","13976"," 3.31","株式会社スルガコーポレーション","suruga corporation","カブシキガイシャスルガコーポレーション","横浜市神奈川区台町１５番地１","Construction",""
"E00227","内国法人・組合","Listed company","Consolidated","5158"," 3.31","新日本空調株式会社","Shin Nippon Air Technologies Co., Ltd.","シンニッポンクウチョウカブシキガイシャ","中央区日本橋浜町二丁目３１番１号","Construction","19520"
"E00231","内国法人・組合","Listed company","Consolidated","6820"," 3.31","株式会社細田工務店","HOSODA CORPORATION","カブシキガイシャホソダコウムテン","杉並区阿佐谷南３丁目３５番２１号","Construction","19060"
"E00232","内国法人・組合","Listed company","Consolidated","1710"," 3.31","株式会社テノックス","tenox corporation","カブシキガイシャテノックス","港区芝五丁目２５番１１号","Construction","19050"
"E00233","内国法人・組合","Listed company","Consolidated","5195"," 3.31","大成温調株式会社","taisei oncho co.,ltd.","タイセイオンチョウカブシキガイシャ","品川区大井一丁目４７番１号","Construction","19040"
"E00235","内国法人・組合","Listed company","Consolidated","13900"," 3.31","三井ホーム株式会社","Mitsui Home Co.,Ltd.","ミツイホームカブシキカイシャ","新宿区西新宿二丁目１番１号","Construction","18680"
"E00238","内国法人・組合","Listed company","Consolidated","2379"," 3.31","株式会社　富士ピー・エス","FUJI P.S CORPORATION","カブシキガイシャ　フジピーエス","福岡市中央区薬院一丁目１３番８号","Construction","18480"
"E00239","内国法人・組合","Listed company","NonConsolidated","2605"," 7.31","株式会社大盛工業","OHMORI CO.,LTD.","カブシキガイシャオオモリコウギョウ","葛飾区水元三丁目１５番８号","Construction","18440"
"E00240","内国法人・組合","Listed company","Consolidated","7114","10.31","株式会社土屋ホールディングス","TSUCHIYA HOLDINGS CO., LTD.","カブシキガイシャツチヤホールディングス","札幌市北区北９条西３丁目７番地","Construction","18400"
"E00242","内国法人・組合","Listed company","Consolidated","885"," 3.31","田辺工業株式会社","TANABE ENGINEERING CORPORATION","タナベコウギョウカブシキガイシャ","上越市大字福田２０番地","Construction","18280"
"E00246","内国法人・組合","Listed company","Consolidated","1408"," 8.31","暁飯島工業株式会社","AKATSUKI EAZIMA CO., LTD.","アカツキイイジマコウギョウカブシキガイシャ","水戸市千波町２７７０番地の５","Construction","19970"
"E00248","内国法人・組合","Listed company","Consolidated","942"," 6.30","サイタホールディングス株式会社","SAITA CORPORATION","サイタホールディングスカブシキガイシャ","朝倉市下渕４７２番地","Construction","19990"
"E00250","内国法人・組合","Listed company","NonConsolidated","3053"," 3.31","第一建設工業株式会社","DAIICHI KENSETSU CORPORATION","ダイイチケンセツコウギョウカブシキガイシャ","新潟市中央区八千代一丁目４番３４号","Construction","17990"
"E00251","内国法人・組合","Listed company","Consolidated","1712"," 3.31","株式会社　守谷商会","MORIYA CORPORATION","カブシキガイシャ　モリヤショウカイ","長野市南千歳町８７８番地","Construction","17980"
"E00252","内国法人・組合","Unlisted company","Consolidated","2204"," 3.31","東邦電気工業株式会社","TOHO ELECTRICAL CONSTRUCTION CO., LTD.","トウホウデンキコウギョウカブシキカイシャ","渋谷区恵比寿一丁目１９番２３号","Construction",""
"E00253","内国法人・組合","Unlisted company","NonConsolidated","4694"," 3.31","株式会社藤木工務店","Fujiki Komuten Co.,Ltd.","カブシキガイシャフジキコウムテン","大阪市中央区備後町一丁目７番１０号","Construction",""
"E00254","内国法人・組合","Listed company","Consolidated","885"," 9.30","株式会社マサル","MASARU CORPORATION","カブシキガイシャマサル","江東区佐賀一丁目９番１４号","Construction","17950"
"E00255","内国法人・組合","Listed company","Consolidated","5296"," 3.31","株式会社大本組","OHMOTO GUMI CO.,LTD","カブシキガイシャオオモトグミ","岡山市北区内山下１丁目１番１３号","Construction","17930"
"E00258","内国法人・組合","Listed company","Consolidated","989"," 9.30","山加電業株式会社","Yamaka Electric Construction Co.,Ltd.","ヤマカデンギョウカブシキガイシャ","豊島区南池袋一丁目１０番１３号","Construction","17890"
"E00259","内国法人・組合","Listed company","NonConsolidated","849"," 6.30","株式会社三東工業社","santo co.,ltd","カブシキガイシャサントウコウギョウシャ","甲賀郡信楽町大字江田６１０番地","Construction","17880"
"E00260","内国法人・組合","Listed company","NonConsolidated","866"," 3.31","株式会社ナカボーテック","Nakabohtec Corrosion Protecting Co.,Ltd.","カブシキガイシャナカボーテック","中央区新川二丁目５番２号","Construction","17870"
"E00263","内国法人・組合","Listed company","Consolidated","3500"," 9.30","株式会社アジアゲートホ－ルディングス（旧会社名　株式会社Ａ．Ｃホールディングス）","Asia Gate Holdings Co.,Ltd.","カブシキガイシャ　アジアゲートホールディングス　キュウシャメイカブシキガイシャエーシーホールディングス","港区赤坂五丁目３番１号","Construction","17830"
